Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Enhancing Productivity with&#xa0;AI During the&#xa0;Development of&#xa0;an&#xa0;ISMS: Case Kempower,Product-Focused Software Process Improvement,,,,10.1007/978-3-031-78386-9_5,Atro NiemeläinenMuhammad WaseemTommi Mikkonen,2025,https://link.springer.com/chapter/10.1007/978-3-031-78386-9_5,Conference paper
Optimizing computer vision algorithms with TVM on VLIW architecture based on RVV,The Journal of Supercomputing,,,,10.1007/s11227-024-06530-x,Meng-Shiun YuHao-Chun ChangChong-Teng WangYu-Wei TienTai-Liang ChenJenq-Kuen Lee,2024,https://link.springer.com/article/10.1007/s11227-024-06530-x,Article
On the acceptance by code reviewers of candidate security patches suggested by Automated Program Repair tools,Empirical Software Engineering,,,,10.1007/s10664-024-10506-z,Aurora PapottiRanindya ParamithaFabio Massacci,2024,https://link.springer.com/article/10.1007/s10664-024-10506-z,Article
An Empirical Study of&#xa0;the&#xa0;Imbalance Issue in&#xa0;Software Vulnerability Detection,Computer Security – ESORICS 2023,,,,10.1007/978-3-031-51482-1_19,Yuejun GuoQiang HuQiang TangYves Le Traon,2024,https://link.springer.com/chapter/10.1007/978-3-031-51482-1_19,Conference paper
Design of a web based career counselling information system: Türkiye case,Education and Information Technologies,,,,10.1007/s10639-024-12659-2,Salim AtayCennet Terzi MüftüoğluMuhittin ŞahinSavaş Ceylan,2024,https://link.springer.com/article/10.1007/s10639-024-12659-2,Article
Much more than a prediction: Expert-based software effort estimation as a behavioral act,Empirical Software Engineering,,,,10.1007/s10664-023-10332-9,Patrícia G. F. MatsubaraIgor SteinmacherBruno GadelhaTayana Conte,2023,https://link.springer.com/article/10.1007/s10664-023-10332-9,Article
Requirements management in DevOps environments: a multivocal mapping study,Requirements Engineering,,,,10.1007/s00766-023-00396-w,Rogelio HernándezBegoña MorosJoaquín Nicolás,2023,https://link.springer.com/article/10.1007/s00766-023-00396-w,Article
Blockchain Developments and Innovations – An Analytical Evaluation of Software Engineering Approaches,Internet of Things – ICIOT 2021,,,,10.1007/978-3-030-96068-1_5,Mahdi FahmidehAnuradha GunawardanaShiping ChenJun ShenBrian Yecies,2022,https://link.springer.com/chapter/10.1007/978-3-030-96068-1_5,Conference paper
An exploratory case study using events as a software size measure,Information Technology and Management,,,,10.1007/s10799-023-00394-y,Tuna HacalogluOnur Demirors,2023,https://link.springer.com/article/10.1007/s10799-023-00394-y,Article
The large language model diagnoses tuberculous pleural effusion in pleural effusion patients through clinical feature landscapes,Respiratory Research,,,,10.1186/s12931-025-03130-y,Chaoling WuWanyi LiuPengfei MeiYunyun LiuJian CaiLu LiuJuan WangXuefeng LingMingxue WangYuanyuan ChengManbi HeQin HeQi HeXiaoliang YuanJianlin Tong,2025,https://link.springer.com/article/10.1186/s12931-025-03130-y,Article
Implementing domain-specific LLMs for strategic investment decisions: a retrospective case study comparing AI and human expertise,Digital Finance,,,,10.1007/s42521-025-00163-2,Maher Hamid,2025,https://link.springer.com/article/10.1007/s42521-025-00163-2,Article
Analysing the role of LLMs in cybersecurity incident management,International Journal of Information Security,,,,10.1007/s10207-025-01144-7,Gavin JonesDimitrios KasimatisNikolaos PitropakisRichard MacfarlaneWilliam J. Buchanan,2025,https://link.springer.com/article/10.1007/s10207-025-01144-7,Article
Potential Candidate Selection Using Information Extraction and Skyline Queries,"Proceeding of the International Conference on Computer Networks, Big Data and IoT (ICCBI - 2019)",,,,10.1007/978-3-030-43192-1_58,Farzana YasminMohammad Imtiaz NurMohammad Shamsul Arefin,2020,https://link.springer.com/chapter/10.1007/978-3-030-43192-1_58,Conference paper
Digital finance and green technology innovation in India: exploring the role of financing constraints,Quality & Quantity,,,,10.1007/s11135-025-02291-8,Nenavath Sreenu,2025,https://link.springer.com/article/10.1007/s11135-025-02291-8,Article
A Support Method to Develop Interactive Applications of Novel Devices by Using Network Analysis Approach,Artificial Intelligence-Empowered Software Engineering 2024,,,,10.1007/978-3-031-98410-5_17,Hidenao Abe,2025,https://link.springer.com/chapter/10.1007/978-3-031-98410-5_17,Conference paper
Machine learning-based prediction of length of stay (LoS) in the neonatal intensive care unit using ensemble methods,Neural Computing and Applications,,,,10.1007/s00521-024-09831-7,Ayse Erdogan YildirimMurat Canayaz,2024,https://link.springer.com/article/10.1007/s00521-024-09831-7,Article
Towards variability process model for agile product line configuration engineering,Innovations in Systems and Software Engineering,,,,10.1007/s11334-025-00597-2,Azaz Ahmed KianiYaser HafeezAmber Sarwar HashmiJaved Iqbal,2025,https://link.springer.com/article/10.1007/s11334-025-00597-2,Article
State of the Practice for Lattice Boltzmann Method Software,Archives of Computational Methods in Engineering,,,,10.1007/s11831-023-09981-2,Spencer SmithPeter MichalskiJacques CaretteZahra Keshavarz-Motamed,2023,https://link.springer.com/article/10.1007/s11831-023-09981-2,Article
"Enhancing privacy protections in national identification systems: an examination of stakeholders’ knowledge, attitudes, and practices of privacy by design",International Journal of Information Security,,,,10.1007/s10207-024-00905-0,Mohamed AbomharaLivinus Obiora NwekeSule Yildirim YayilganDebora ComparinKristel TeyrasStéphanie de Labriolle,2024,https://link.springer.com/article/10.1007/s10207-024-00905-0,Article
Creating of a General Purpose Language for the Construction of Dynamic Reports,Digital Transformation,,,,10.1007/978-3-031-43590-4_2,Vlad IatsiutaVitaliy KobetsOleksii Ivanov,2023,https://link.springer.com/chapter/10.1007/978-3-031-43590-4_2,Conference paper
BiMuF: a bi-directional recommender system with multi-semantic filter for online recruitment,Knowledge and Information Systems,,,,10.1007/s10115-023-01997-1,Pei-Yuan LaiZhe-Rui YangQing-Yun DaiDe-Zhang LiaoChang-Dong Wang,2023,https://link.springer.com/article/10.1007/s10115-023-01997-1,Article
Hint: harnessing the wisdom of crowds for handling multi-phase tasks,Neural Computing and Applications,,,,10.1007/s00521-021-06825-7,Yili FangPengpeng ChenTao han,2022,https://link.springer.com/article/10.1007/s00521-021-06825-7,Article
Does board gender diversity affect intellectual capital voluntary disclosure? Evidence from Tunisia,International Journal of Disclosure and Governance,,,,10.1057/s41310-023-00189-1,Salma Loulou-Baklouti,2023,https://link.springer.com/article/10.1057/s41310-023-00189-1,Article
Candidate Classification and Skill Recommendation in a CV Recommender System,Artificial Intelligence and Mobile Services – AIMS 2020,,,,10.1007/978-3-030-59605-7_3,Adrian Satja KurdijaPetar AfricLucija SikicBoris PlejicMarin SilicGoran DelacKlemo VladimirSinisa Srbljic,2020,https://link.springer.com/chapter/10.1007/978-3-030-59605-7_3,Conference paper
Stock market prediction with political data Analysis (SP-PDA) model for handling big data,Multimedia Tools and Applications,,,,10.1007/s11042-024-18610-4,Yalanati AyyappaA. P. Siva Kumar,2024,https://link.springer.com/article/10.1007/s11042-024-18610-4,Article
Understanding service complexity in manufacturing companies: Insights and implications from a mixed methods study on drivers and levers of complexity,Electronic Markets,,,,10.1007/s12525-025-00769-9,Lukas Rafael SchildJonas JenschStefan Kokorski,2025,https://link.springer.com/article/10.1007/s12525-025-00769-9,Article
Can instability variations warn developers when open-source projects boost?,Empirical Software Engineering,,,,10.1007/s10664-024-10482-4,Rafael CapillaVictor SalamancaAlejandro ValdezateGregorio Robles,2024,https://link.springer.com/article/10.1007/s10664-024-10482-4,Article
Training the next generation of pharmacometric modelers: a multisector perspective,Journal of Pharmacokinetics and Pharmacodynamics,,,,10.1007/s10928-023-09878-4,Peter L. BonateJeffrey S. BarrettSihem Ait-OudhiaRichard BrundageBrian CorriganStephen DuffullMarc GastonguayMats O. KarlssonShinichi KijimaAndreas KrauseMark LovernMatthew M. RiggsMichael NeelyDaniele OuelletElodie L. PlanGauri G. RaoJoseph StandingJustin WilkinsHao Zhu,2023,https://link.springer.com/article/10.1007/s10928-023-09878-4,Article
Using the Framework for Reporting Adaptations and Modifications-Expanded (FRAME) to study adaptations in lung cancer screening delivery in the Veterans Health Administration: a cohort study,Implementation Science Communications,,,,10.1186/s43058-022-00388-x,Thomas E. StrayerLucy B. SpallutoAbby BurnsChristopher J. LindsellClaudia I. HenschkeDavid F. YankelevitzDrew MoghanakiRobert S. DittusTimothy J. VogusCarolyn AudetSunil KripalaniChristianne L. RoumieJennifer A. Lewis,2023,https://link.springer.com/article/10.1186/s43058-022-00388-x,Article
How Can Virtual Agents Scale Up Mentoring?: Insights from College Students’ Experiences Using the CareerFair.ai Platform at an American Hispanic-Serving Institution,International Journal of Artificial Intelligence in Education,,,,10.1007/s40593-025-00482-w,Yuko OkadoBenjamin D. NyeAngelica AguirreWilliam Swartout,2025,https://link.springer.com/article/10.1007/s40593-025-00482-w,Article
What you see is what you trace: a two-stage interview study on traceability practices and eye tracking potential,Requirements Engineering,,,,10.1007/s00766-024-00419-0,Maike AhrensLukas NagelKurt Schneider,2024,https://link.springer.com/article/10.1007/s00766-024-00419-0,Article
Method for Eliciting Requirements in the Area of Digital Sovereignty (MERDigS),Proceedings of Eighth International Congress on Information and Communication Technology,,,,10.1007/978-981-99-3243-6_76,Maria WeinreuterSascha AlpersAndreas Oberweis,2023,https://link.springer.com/chapter/10.1007/978-981-99-3243-6_76,Conference paper
AI Assisted Programming,Bridging the Gap Between AI and Reality,,,,10.1007/978-3-031-75434-0_7,Wolfgang AhrendtBernhard K. AichernigKlaus Havelund,2025,https://link.springer.com/chapter/10.1007/978-3-031-75434-0_7,Conference paper
Virtualization of Cross-Border Labor Migration,Herald of the Russian Academy of Sciences,,,,10.1134/S1019331622050069,I. P. TsapenkoI. V. Grishin,2022,https://link.springer.com/article/10.1134/S1019331622050069,Article
Investigating fairness in machine learning-based audio sentiment analysis,AI and Ethics,,,,10.1007/s43681-024-00453-2,Sophina LuitelYang LiuMohd Anwar,2024,https://link.springer.com/article/10.1007/s43681-024-00453-2,Article
Gender disparity in U.S. patenting,Humanities and Social Sciences Communications,,,,10.1057/s41599-025-06038-6,Jieshu WangAndrew Maynard,2025,https://link.springer.com/article/10.1057/s41599-025-06038-6,Article
Tokenized Peer Review: An Adaptive Blockchain Mechanism for Open Source Supply Chains,Journal of Network and Systems Management,,,,10.1007/s10922-025-10004-7,Igor Cardozo MartinsCaetano Mazzoni RanieriRodrigo Dutra GarciaLívia Maria Bettini de MirandaLucas Masaki MaedaJoão Pedro Alonso AlmeidaGowri RamachandranJó Ueyama,2025,https://link.springer.com/article/10.1007/s10922-025-10004-7,Article
Empowering Digital Innovation by Diverse Leadership in ICT – A Roadmap to a Better Value System in Computer Algorithms,Humanistic Management Journal,,,,10.1007/s41463-022-00123-7,Bianca Weber-LewerenzIngrid Vasiliu-Feltes,2022,https://link.springer.com/article/10.1007/s41463-022-00123-7,Article
Women in gig economy work less in the evenings,Scientific Reports,,,,10.1038/s41598-022-12558-x,Sofia DokukaAnastasia KapuzaMikhail SverdlovTimofey Yalov,2022,https://link.springer.com/article/10.1038/s41598-022-12558-x,Article
Assessing the efficacy and safety of STOP (successful treatment for paranoia)—an app-based cognitive bias modification therapy for paranoia: a randomised clinical trial protocol,Trials,,,,10.1186/s13063-024-08570-3,Jenny YiendRayan TaherCarolina FialhoChloe HampshireChe-Wei HsuThomas KabirJeroen KeppensPhilip McGuireElias MouchlianitisEmmanuelle PetersTanya RicciSukhwinder ShergillDaniel StahlGeorge VamvakasPamela JacobsenAI RichardsAlex KennyEdmund BrooksEmily CurtisVanessa PinfoldNandita KurupNeeraj ApteNeha Gupta,2024,https://link.springer.com/article/10.1186/s13063-024-08570-3,Article
Towards effective gamification of existing systems: method and experience report,Software Quality Journal,,,,10.1007/s11219-024-09696-y,Anderson UchôaRafael de MelloJairo SouzaLeopoldo TeixeiraBaldoino FonsecaAlessandro Garcia,2024,https://link.springer.com/article/10.1007/s11219-024-09696-y,Article
Automated NFR testing in continuous integration environments: a multi-case study of Nordic companies,Empirical Software Engineering,,,,10.1007/s10664-023-10356-1,Liang YuEmil AlégrothPanagiota ChatzipetrouTony Gorschek,2023,https://link.springer.com/article/10.1007/s10664-023-10356-1,Article
Job Search Methods in the Software Industry in Bangalore: Does Social Capital Matter?,The Indian Journal of Labour Economics,,,,10.1007/s41027-019-00155-y,Divya PradeepS. Muraleedharan,2018,https://link.springer.com/article/10.1007/s41027-019-00155-y,Article
A brief review on algorithmic fairness,Management System Engineering ,,,,10.1007/s44176-022-00006-z,Xiaomeng WangYishi ZhangRuilin Zhu,2022,https://link.springer.com/article/10.1007/s44176-022-00006-z,Article
Startups’ demand for accounting expertise: evidence from a randomized field experiment,Review of Accounting Studies,,,,10.1007/s11142-023-09775-8,Ofir GefenDavid ReebJohan Sulaeman,2023,https://link.springer.com/article/10.1007/s11142-023-09775-8,Article
AI Driving Game Changing Trends in Project Delivery and Enterprise Performance,Proceedings of World Conference on Artificial Intelligence: Advances and Applications,,,,10.1007/978-981-99-5881-8_4,Sashreek KrishnanL. R. K. Krishnan,2023,https://link.springer.com/chapter/10.1007/978-981-99-5881-8_4,Conference paper
A Taxonomy on&#xa0;Human Factors that&#xa0;Affect DevOps Adoption,Good Practices and New Perspectives in Information Systems and Technologies,,,,10.1007/978-3-031-60221-4_31,Juanjo Pérez-SánchezSaima RafiJuan Manuel Carrillo de GeaJoaquín Nicolás RosJosé Luis Fernández Alemán,2024,https://link.springer.com/chapter/10.1007/978-3-031-60221-4_31,Conference paper
Slack Use in&#xa0;Large-Scale Agile Organizations: ESN Tools as&#xa0;Catalysts for&#xa0;Alignment?,Agile Processes in Software Engineering and Extreme Programming,,,,10.1007/978-3-031-61154-4_2,Viktoria StrayAstri Barbala,2024,https://link.springer.com/chapter/10.1007/978-3-031-61154-4_2,Conference paper
Increasing the presence of BIPOC researchers in computational science,Nature Computational Science,,,,10.1038/s43588-024-00693-6,Christine Yifeng ChenAlan ChristoffelsRoger DubeKamuela EnosJuan E. GilbertSanmi KoyejoJason LeighCarlo LiquidoAmy McKeeKari NoeTai-Quan PengKaraitiana Taiuru,2024,https://link.springer.com/article/10.1038/s43588-024-00693-6,Article
Post-quantum secure authentication protocol based on OTP and TEE,The Journal of Supercomputing,,,,10.1007/s11227-025-08029-5,Mamadou Cherif KasseEl Hadj Modou Mboup,2025,https://link.springer.com/article/10.1007/s11227-025-08029-5,Article
Enhancing Project Programming Hour Prediction with Regression Analysis Techniques—A Case Study of Company D,"Security and Information Technologies with AI, Internet Computing and Big-data Applications",,,,10.1007/978-981-97-7786-0_16,Chin-Feng LeeShih-Chia ChangJau-Ji Shen,2025,https://link.springer.com/chapter/10.1007/978-981-97-7786-0_16,Conference paper
Deep learning for code generation: a survey,Science China Information Sciences,,,,10.1007/s11432-023-3956-3,Huangzhao ZhangKechi ZhangZhuo LiJia LiJia LiYongmin LiYunfei ZhaoYuqi ZhuFang LiuGe LiZhi Jin,2024,https://link.springer.com/article/10.1007/s11432-023-3956-3,Article
User feedback in continuous software engineering: revealing the state-of-practice,Empirical Software Engineering,,,,10.1007/s10664-024-10557-2,Anastasiia TkalichEriks KlotinsTor SporsemViktoria StrayNils Brede MoeAstri Barbala,2025,https://link.springer.com/article/10.1007/s10664-024-10557-2,Article
Multidimensional Author Profiling for Social Business Intelligence,Information Systems Frontiers,,,,10.1007/s10796-023-10370-0,Indira Lanza-CruzRafael BerlangaMaría José Aramburu,2023,https://link.springer.com/article/10.1007/s10796-023-10370-0,Article
Recommendations for bioinformatics in clinical practice,Genome Medicine,,,,10.1186/s13073-025-01543-4,Ksenia LavrichenkoEmilie Sofie EngdalRasmus L. MarvigAnders JemtJone Marius VignesHenrikki AlmusaKristine Bilgrav SaetherEiríkur BriemEva CaceresEdda María ElvarsdóttirMagnús Halldór GíslasonMaria K. HaanpääViktor HenmyrRonja HotakainenEevi KaasinenRoan KanningaSofia KhanMary Gertrude Lie-NielsenMajbritt Busk MadsenNiklas MählerKhurram MaqboolRamprasad NeethirajKarl NyrénMinna PaavolaPeter PruisscherYing ShengAshish Kumar SinghAashish SrivastavaThomas K. StautlandDaniel T. AndreasenEsmee ten Berk de BoerSøren VangValtteri WirtaFrederik Otzen Bagger,2025,https://link.springer.com/article/10.1186/s13073-025-01543-4,Article
Prioritizing code review requests to improve review efficiency: a simulation study,Empirical Software Engineering,,,,10.1007/s10664-024-10575-0,Lanxin YangBohan LiuJunyu JiaJinwei XuJunming XueHe ZhangAlberto Bacchelli,2024,https://link.springer.com/article/10.1007/s10664-024-10575-0,Article
Concept-Centered Knowledge Representation: A ‘Middle-Out’ Approach Fusing the&#xa0;Symbolic-Subsymbolic Divide,Situated Self-guided Learning,,,,10.1007/978-3-031-96325-4_2,Pei WangKristinn R. Thórisson,2025,https://link.springer.com/chapter/10.1007/978-3-031-96325-4_2,Conference paper
"Practitioners’ best practices to Adopt, Use or Abandon Model-based Testing with Graphical models for Software-intensive Systems",Empirical Software Engineering,,,,10.1007/s10664-022-10145-2,Emil AlégrothKristian KarlHelena RosshagenTomas HelmfridssonNils Olsson,2022,https://link.springer.com/article/10.1007/s10664-022-10145-2,Article
Improving active participation during enterprise operations modeling with an extended story-card-method and participative modeling software,Software and Systems Modeling,,,,10.1007/s10270-023-01083-8,Marne De VriesPetra Opperman,2023,https://link.springer.com/article/10.1007/s10270-023-01083-8,Article
A Dynamic Teaching Learning Methodology Enabling Fresh Graduates Starting Career at Mid-level,"Advances in Software Engineering, Education, and e-Learning",,,,10.1007/978-3-030-70873-3_16,Abubokor HanipMohammad Shahadat Hossain,2021,https://link.springer.com/chapter/10.1007/978-3-030-70873-3_16,Conference paper
Runtime monitoring of operational design domain to safeguard machine learning components,CEAS Aeronautical Journal,,,,10.1007/s13272-025-00883-6,Christoph TorensFranz JüngerSebastian SchirmerPranav NagarajanSimon SchopfererDmytro ZhukovJohann Dauer,2025,https://link.springer.com/article/10.1007/s13272-025-00883-6,Article
"Application of deep learning models to generate rich, dynamic and production-like test data",Empirical Software Engineering,,,,10.1007/s10664-024-10541-w,Chao TanRazieh BehjatiErik Arisholm,2024,https://link.springer.com/article/10.1007/s10664-024-10541-w,Article
Multimodal Agent AI: A Survey of Recent Advances and Future Directions,Journal of Computer Science and Technology,,,,10.1007/s11390-025-4802-8,Yu-Zhu SunHe-Li SunJian-Cong MaPeng ZhangXiao-Yong Huang,2025,https://link.springer.com/article/10.1007/s11390-025-4802-8,Article
A review on TOPSIS method and its extensions for different applications with recent development,Soft Computing,,,,10.1007/s00500-023-09011-0,Vinay PandeyKomalHasan Dincer,2023,https://link.springer.com/article/10.1007/s00500-023-09011-0,Article
Artificial Intelligence-based agents in chronic liver disease: transforming diagnostic and therapeutic workflows through clinical decision-making,npj Gut and Liver,,,,10.1038/s44355-025-00049-5,Yashbir SinghQuincy A. HathawayDiana V. Vera-GarciaDavide PoveroSara SalehiYujia WeiNatally HorvatAshok ChaudharyAlmurtadha Mula KhVarekan KeishingKhalid NiaziEmilio QuaiaBradley J. EricksonGregory J. GoresJesper B. Andersen,2025,https://www.nature.com/articles/s44355-025-00049-5,Article
Ethical challenges and software test automation,AI and Ethics,,,,10.1007/s43681-025-00804-7,Per Erik StrandbergEduard Paul EnoiuMirgita Frasheri,2025,https://link.springer.com/article/10.1007/s43681-025-00804-7,Article
Enhancing Predictive Process Monitoring with Conformal Prediction,Artificial Intelligence Applications and Innovations,,,,10.1007/978-3-031-63215-0_15,Fotios SkouvasHarris PapadopoulosAndreas S. Andreou,2024,https://link.springer.com/chapter/10.1007/978-3-031-63215-0_15,Conference paper
Hydrogen Station Model Design Using Functional Mock-Up Units and Metaheuristics Optimization,JOM,,,,10.1007/s11837-025-07276-4,Asier Gonzalez-GonzalezJose Manuel Lopez-Guede,2025,https://link.springer.com/article/10.1007/s11837-025-07276-4,Article
<span>prompt4vis</span>: prompting large language models with example mining for tabular data visualization,The VLDB Journal,,,,10.1007/s00778-025-00912-0,Shuaimin LiXuanang ChenYuanfeng SongYunze SongChen Jason ZhangFei HaoLei Chen,2025,https://link.springer.com/article/10.1007/s00778-025-00912-0,Article
The 51<sup>st</sup> Annual Meeting of the European Society for Blood and Marrow Transplantation: Physicians – Poster Session (P001-P909),Bone Marrow Transplantation,,,,10.1038/s41409-025-02651-w,,2025,https://link.springer.com/article/10.1038/s41409-025-02651-w,Article
Mining architectural information: A systematic mapping study,Empirical Software Engineering,,,,10.1007/s10664-024-10480-6,Musengamana Jean de DieuPeng LiangMojtaba ShahinChen YangZengyang Li,2024,https://link.springer.com/article/10.1007/s10664-024-10480-6,Article
Make IT Work: The Labor Market Effects of Information Technology Retraining in the Netherlands,De Economist,,,,10.1007/s10645-022-09408-6,Melvin VoorenCarla HaelermansWim GrootHenriette Maassen van den Brink,2022,https://link.springer.com/article/10.1007/s10645-022-09408-6,Article
From Startup to Scaleup Through Digital Entrepreneurship: The Case of SEEUTechPark Tenants,Navigating Economic Uncertainty - Vol. 1,,,,10.1007/978-3-031-73506-6_4,Neroida SelimiAnita DinaDriton Asani,2025,https://link.springer.com/chapter/10.1007/978-3-031-73506-6_4,Conference paper
Knowledge management and ethical vulnerability in AI,AI and Ethics,,,,10.1007/s43681-022-00164-6,Aanchal SethiTushar TangriDivyansh PuriAbhinav SinghKashish Agrawal,2022,https://link.springer.com/article/10.1007/s43681-022-00164-6,Article
A Study on&#xa0;NLP-Based Semi-automated Mapping of&#xa0;Cybersecurity Controls on&#xa0;Vulnerabilities,Risks and Security of Internet and Systems,,,,10.1007/978-3-031-89350-6_18,Maria Patrizia CarelloSilvia BonomiLeonardo Querzoni,2025,https://link.springer.com/chapter/10.1007/978-3-031-89350-6_18,Conference paper
Next-Level MarTech,Marketing and Smart Technologies,,,,10.1007/978-981-97-3698-0_55,Marcel HuettermannMichael Klaas,2025,https://link.springer.com/chapter/10.1007/978-981-97-3698-0_55,Conference paper
A Deep Learning Based Approach to Measure Confidence for Virtual Interviews,Computational Intelligence in Pattern Recognition,,,,10.1007/978-981-19-3089-8_27,Ravi Kumar RungtaParth JaiswalB. K. Tripathy,2022,https://link.springer.com/chapter/10.1007/978-981-19-3089-8_27,Conference paper
Guidelines for research and design of software for children with ASD in e-health,Universal Access in the Information Society,,,,10.1007/s10209-023-01013-x,Mariasole BondioliMaria Claudia BuzziMarina BuzziStefano ChessaLetizia JaccheriCaterina SenetteSusanna Pelagatti,2023,https://link.springer.com/article/10.1007/s10209-023-01013-x,Article
Establishing pattern sequences using stochastic processes with an application to organizational patterns,Social Network Analysis and Mining,,,,10.1007/s13278-025-01510-2,Viktor MatovičValentino VranićWaheedullah Sulaiman KhailNeil Harrison,2025,https://link.springer.com/article/10.1007/s13278-025-01510-2,Article
Two different methods to digitally visualize continuous electrocochleography potentials during cochlear implantation: a first description of feasibility,European Archives of Oto-Rhino-Laryngology,,,,10.1007/s00405-023-08400-3,Theda EichlerAntonia LakomekLaura WaschkiesMoritz MeyerNadia SadokStephan LangDiana Arweiler-Harbeck,2024,https://link.springer.com/article/10.1007/s00405-023-08400-3,Article
Retaining Knowledge and Human Resource Management in IT Sector: How We Are SMEs Doing This?,Trends and Innovations in Information Systems and Technologies,,,,10.1007/978-3-030-45688-7_4,Ana T. Ferreira-OliveiraAna F. Bouças,2020,https://link.springer.com/chapter/10.1007/978-3-030-45688-7_4,Conference paper
Boosting source code learning with text-oriented data augmentation: an empirical study,Empirical Software Engineering,,,,10.1007/s10664-025-10624-2,Zeming DongQiang HuYuejun GuoZhenya ZhangMaxime CordyMike PapadakisYves Le TraonJianjun Zhao,2025,https://link.springer.com/article/10.1007/s10664-025-10624-2,Article
Critical Care Canada Forum 2022 Abstracts,Canadian Journal of Anesthesia/Journal canadien d'anesthésie,,,,10.1007/s12630-023-02445-y,,2023,https://link.springer.com/article/10.1007/s12630-023-02445-y,Article
Assessing the Impact of Digital Economy Programs on Alleviating Skill Shortages in the EU Labor Market for Digital Professionals,Journal of the Knowledge Economy,,,,10.1007/s13132-024-02202-6,Zhanna A. AksenovaSergey N. YashinOlga M. MarkovaAlexandra A. ChudaevaPatimat R. Alieva,2024,https://link.springer.com/article/10.1007/s13132-024-02202-6,Article
"On the usage, co-usage and migration of CI/CD tools: A qualitative analysis",Empirical Software Engineering,,,,10.1007/s10664-022-10285-5,Pooya Rostami MazraeTom MensMehdi GolzadehAlexandre Decan,2023,https://link.springer.com/article/10.1007/s10664-022-10285-5,Article
Energy Efficient Software in&#xa0;an&#xa0;Engineering Course,"Composability, Comprehensibility and Correctness of Working Software",,,,10.1007/978-3-031-42833-3_3,João SaraivaRui Pereira,2023,https://link.springer.com/chapter/10.1007/978-3-031-42833-3_3,Conference paper
The Vertical Integration in the NewSpace,Aerotecnica Missili & Spazio,,,,10.1007/s42496-025-00271-7,Matteo Bartolini,2025,https://link.springer.com/article/10.1007/s42496-025-00271-7,Article
Can generative AI help identify peer firms?,Review of Accounting Studies,,,,10.1007/s11142-025-09892-6,Yi CaoLong ChenJennifer Wu TuckerChi Wan,2025,https://link.springer.com/article/10.1007/s11142-025-09892-6,Article
Algorithmic discrimination in the credit domain: what do we know about it?,AI & SOCIETY,,,,10.1007/s00146-023-01676-3,Ana Cristina Bicharra GarciaMarcio Gomes Pinto GarciaRoberto Rigobon,2023,https://link.springer.com/article/10.1007/s00146-023-01676-3,Article
Perceived diversity in software engineering: a systematic literature review,Empirical Software Engineering,,,,10.1007/s10664-021-09992-2,Gema Rodríguez-PérezReza NadriMeiyappan Nagappan,2021,https://link.springer.com/article/10.1007/s10664-021-09992-2,Article
DENATURE: duplicate detection and type identification in open source bug repositories,International Journal of System Assurance Engineering and Management,,,,10.1007/s13198-023-01855-x,Ruby ChauhanShakshi SharmaAnjali Goyal,2023,https://link.springer.com/article/10.1007/s13198-023-01855-x,Article
Architecture of a maturity model for information systems in higher education institutions: multiple case study for dimensions identification,Computational and Mathematical Organization Theory,,,,10.1007/s10588-021-09342-z,Rui Humberto PereiraJoão Vidal de CarvalhoÁlvaro Rocha,2021,https://link.springer.com/article/10.1007/s10588-021-09342-z,Article
Research on Content-Based Reciprocal Recommendation Algorithm for Student Resume,The 10th International Conference on Computer Engineering and Networks,,,,10.1007/978-981-15-8462-6_27,Jianfeng TangJie Huang,2021,https://link.springer.com/chapter/10.1007/978-981-15-8462-6_27,Conference paper
Recruiting Software Developers a Survey of Current Russian Practices,Proceedings of 6th International Conference in Software Engineering for Defence Applications,,,,10.1007/978-3-030-14687-0_10,Vladimir IvanovSergey MasyaginMarat MingazovGiancarlo Succi,2020,https://link.springer.com/chapter/10.1007/978-3-030-14687-0_10,Conference paper
Aspects of Using Distance Learning Platforms in Digital Education,Digital Management to Shape the Future,,,,10.1007/978-3-031-66517-2_2,Inga GabisoniaMarine KhubuaMaia Aghaia,2024,https://link.springer.com/chapter/10.1007/978-3-031-66517-2_2,Conference paper
A Novel Approach for Learning How to Automatically Match Job Offers and Candidate Profiles,Information Systems Frontiers,,,,10.1007/s10796-019-09929-7,Jorge Martinez-GilAlejandra Lorena PaolettiMario Pichler,2019,https://link.springer.com/article/10.1007/s10796-019-09929-7,Article
Experiencing Ethics and&#xa0;Values in&#xa0;the&#xa0;Design Process of&#xa0;AI-Enabled Medical Devices and&#xa0;Software,HCI International 2023 – Late Breaking Papers,,,,10.1007/978-3-031-48057-7_15,Benjamin SchwarzTim SchrillsThomas Franke,2023,https://link.springer.com/chapter/10.1007/978-3-031-48057-7_15,Conference paper
Evaluating Green Efficiency: Empirical Evidence from European Companies,LISS 2023,,,,10.1007/978-981-97-4045-1_25,Yunchang YangMagí Clavé LlavallJim Liu,2024,https://link.springer.com/chapter/10.1007/978-981-97-4045-1_25,Conference paper
Through the Lens of Cognitive Functions and Contextual Factors—A Study of the Action Potentials of Artificial Intelligence in Business Process Management,Solutions and Technologies for Responsible Digitalization,,,,10.1007/978-3-031-80122-8_13,Simon MeierhöferClaudius-Merlin Dorner,2025,https://link.springer.com/chapter/10.1007/978-3-031-80122-8_13,Conference paper
